YEAR,CERT,NAMEFULL,BRNUM,ADDRESBR,NAMEBR,BRSERTYP,CITY2BR,CNTYNAMB,CNTYNUMB,DEPSUMBR,BKMO,SIMS_ACQUIRED_DATE,SIMS_ESTABLISHED_DATE,SIMS_LATITUDE,SIMS_LONGITUDE,STNAMEBR,STNUMBR,UNINUMBR,ZIPBR
2017,18409,"TD Bank, National Association",9,  89 Elm Street,"  Camden, Me Branch",11,Camden,Knox,13,46476,0,7/1/1982,2/26/1973,44.2045,-69.0718,Maine,23,228840,4843
2017,18409,"TD Bank, National Association",13,  182 Main Street,  Waterville Main St. Branch,11,Waterville,Kennebec,11,94402,0,2/1/1985,1852-01-01,44.5517,-69.6312,Maine,23,11679,4901
2017,18409,"TD Bank, National Association",15,  1410 Congress Street,  Westgate Branch,11,Portland,Cumberland,5,145549,0,2/1/1985,4/9/1964,43.6588,-70.2981,Maine,23,242565,4102
2017,18409,"TD Bank, National Association",16,  730 Us Route 1,  Yarmouth Branch,11,Yarmouth,Cumberland,5,126607,0,2/1/1985,10/2/1967,43.8037,-70.1805,Maine,23,242566,4096
2017,18409,"TD Bank, National Association",17,  835 Main Street,  Westbrook Branch,11,Westbrook,Cumberland,5,78912,0,2/1/1985,10/16/1967,43.6765,-70.3655,Maine,23,242567,4092
2017,18409,"TD Bank, National Association",18,  30 State Road,  Kittery Branch,11,Kittery,York,31,75327,0,2/1/1985,9/10/1973,43.0878,-70.7492,Maine,23,242568,3904
2017,18409,"TD Bank, National Association",21,  680 Main Street,  Presque Isle Branch,11,Presque Isle,Aroostook,3,84805,0,2/1/1985,7/29/1976,46.6947,-68.012,Maine,23,242571,4769
2017,18409,"TD Bank, National Association",22,  6 North St,  Houlton Branch,11,Houlton,Aroostook,3,29853,0,2/1/1985,5/19/1977,46.126,-67.8426,Maine,23,242572,4730
2017,18409,"TD Bank, National Association",24,  32 Goding Ave,  Lincoln Branch,11,Lincoln,Penobscot,19,22781,0,2/1/1985,5/29/1980,45.4118,-68.4673,Maine,23,242574,4457
2017,18409,"TD Bank, National Association",25,"  62 W. Main Street, Suite 104",  Fort Kent Branch,11,Fort Kent,Aroostook,3,24006,0,2/1/1985,8/7/1980,47.2495,-68.5999,Maine,23,242575,4743
2017,18409,"TD Bank, National Association",26,  756 Roosevelt Trail,  North Windham Branch,11,Windham,Cumberland,5,84622,0,2/1/1985,11/26/1980,43.8351,-70.4392,Maine,23,242576,4062
2017,18409,"TD Bank, National Association",28,  790 Lisbon Street,  Lewiston 790 Lisbon St. Branch,11,Lewiston,Androscoggin,1,129627,0,2/1/1985,11/12/1971,44.0857,-70.206,Maine,23,242835,4240
2017,18409,"TD Bank, National Association",31,  449 Forest Avenue,  Portland 449 Forest Ave Branch,11,Portland,Cumberland,5,108624,0,2/1/1985,5/10/1984,43.6662,-70.2769,Maine,23,242577,4101
2017,18409,"TD Bank, National Association",35,  878 Stillwater Avenue,  Stillwater Ave./Bangor,11,Bangor,Penobscot,19,33155,0,,10/1/1986,44.8383,-68.7466,Maine,23,245320,4401
2017,18409,"TD Bank, National Association",37,  163 Broadway,"  Farmington, Me Branch",11,Farmington,Franklin,7,51839,0,1/1/1988,1890-01-01,44.6706,-70.151,Maine,23,2792,4938
2017,18409,"TD Bank, National Association",38,  56 Portland Road,  Kennebunk Branch,11,Kennebunk,York,31,55770,0,,10/19/1987,43.395,-70.5325,Maine,23,245321,4043
2017,18409,"TD Bank, National Association",39,  477 Congress Street #481,  Portland-481congress Branch,11,Portland,Cumberland,5,87583,0,,4/25/1988,43.657,-70.2598,Maine,23,245322,4101
2017,18409,"TD Bank, National Association",48,  299 Elm Street,  Biddeford Branch,11,Biddeford,York,31,41331,0,,2/22/1990,43.4884,-70.4656,Maine,23,245323,4005
2017,18409,"TD Bank, National Association",53,  23 Portland Road,  Gray Branch,11,Gray,Cumberland,5,49926,0,9/7/1990,1/1/1915,43.8816,-70.3295,Maine,23,267516,4039
2017,18409,"TD Bank, National Association",59,  4 Hannaford Drive,  Scarborough Branch,11,Scarborough,Cumberland,5,150191,0,9/7/1990,1/1/1915,43.5923,-70.3305,Maine,23,267522,4074
2017,18409,"TD Bank, National Association",61,  1586 Main St,  Oxford Branch,11,Oxford,Oxford,17,67769,0,3/31/1993,10/24/1972,44.1946,-70.5256,Maine,23,14396,4270
2017,18409,"TD Bank, National Association",67,  127 Long Sands Road,  York Branch,11,York,York,31,66302,0,,6/13/1994,43.1476,-70.6418,Maine,23,245325,3909
2017,18409,"TD Bank, National Association",68,  10 Great Falls Plaza,  Auburn-Great Falls Branch,11,Auburn,Androscoggin,1,117078,0,7/31/1994,3/14/1983,44.0981,-70.2242,Maine,23,44760,4210
2017,18409,"TD Bank, National Association",78,  14 Sweden Street,  Caribou Branch,11,Caribou,Aroostook,3,35189,0,6/17/1995,1890-01-01,46.8603,-68.0124,Maine,23,7263,4736
2017,18409,"TD Bank, National Association",81,  101 Western Avenue,  Augusta Branch,11,Augusta,Kennebec,11,285159,0,,1/2/1996,44.3124,-69.7908,Maine,23,245327,4330
2017,18409,"TD Bank, National Association",85,  600 Center Street,  Auburn Shaw's Branch,12,Auburn,Androscoggin,1,28291,0,,11/15/1996,44.121,-70.2254,Maine,23,245331,4210
2017,18409,"TD Bank, National Association",86,  35 Elm Street,  Brunswick Hannaford Branch,12,Brunswick,Cumberland,5,44648,0,,4/4/1997,43.9124,-69.9665,Maine,23,245332,4011
2017,18409,"TD Bank, National Association",88,  4 Scammon Street,  Saco Branch,12,Saco,York,31,41170,0,,12/10/1996,43.5002,-70.4473,Maine,23,245334,4072
2017,18409,"TD Bank, National Association",93,  9 Market Street,"  Market Street, Me Branch",11,South Portland,Cumberland,5,147447,0,10/1/1997,9/10/1984,43.6359,-70.2533,Maine,23,258129,4106
2017,18409,"TD Bank, National Association",94,  200 Us Route One,  Falmouth Branch,11,Falmouth,Cumberland,5,122826,0,10/1/1997,3/28/1988,43.7484,-70.2846,Maine,23,258130,4105
2017,18409,"TD Bank, National Association",95,  362 Allen Avenue,  Northgate Branch,11,Portland,Cumberland,5,119307,0,10/1/1997,10/2/1989,43.7004,-70.2874,Maine,23,258131,4103
2017,18409,"TD Bank, National Association",96,  176 Main Street,  Bridgton Branch,11,Bridgton,Cumberland,5,48540,0,10/1/1997,12/6/1933,44.0544,-70.7067,Maine,23,224432,4009
2017,18409,"TD Bank, National Association",98,  250 Maine Mall Road,  Maine Mall Branch,11,South Portland,Cumberland,5,89386,0,10/1/1997,12/22/1970,43.6376,-70.335,Maine,23,224456,4106
2017,18409,"TD Bank, National Association",100,  1237 Main Street,  Sanford 1237 Main St. Branch,11,Sanford,York,31,75421,0,10/1/1997,7/15/1971,43.4196,-70.7569,Maine,23,224458,4073
2017,18409,"TD Bank, National Association",106,  10 Tibbetts Drive,  Brunswick-Tibbetts Drive Branch,11,Brunswick,Cumberland,5,41482,0,,10/24/1997,43.9084,-69.9107,Maine,23,245336,4011
2017,18409,"TD Bank, National Association",108,  111 Ossipee Trail,  Standish Hannaford Branch,12,Standish,Cumberland,5,35818,0,,12/19/1997,43.7344,-70.561,Maine,23,245338,4084
2017,18409,"TD Bank, National Association",379,  15 Piper Road,  Piper Shores Branch,23,Scarborough,Cumberland,5,0,0,,7/31/2001,43.5624,-70.2894,Maine,23,363712,4074
2017,18409,"TD Bank, National Association",719,  95 Main Street,  Gorham Branch,11,Gorham,Cumberland,5,30511,0,,11/14/2005,43.6807,-70.4394,Maine,23,449804,4038
2017,18409,"TD Bank, National Association",1388,  1 Portland Square,  Portland-1 Portland Sq Branch,11,Portland,Cumberland,5,327361,0,,6/30/2010,43.6586,-70.2613,Maine,23,511412,4101
2017,19531,Machias Savings Bank,0,  4 Center Street,  Machias Savings Bank,11,Machias,Washington,29,209888,1,,1869-03-05,44.7151,-67.4577,Maine,23,13331,4654
2017,19531,Machias Savings Bank,1,  210 North Street,  Calais Branch,11,Calais,Washington,29,47924,0,,3/20/1978,45.1737,-67.2893,Maine,23,248710,4619
2017,19531,Machias Savings Bank,2,  357 Us Highway 1,  Columbia Branch,11,Columbia Falls,Washington,29,57355,0,,1/27/1986,44.6825,-67.7118,Maine,23,248711,4623
2017,19531,Machias Savings Bank,3,"  667 Houlton Road, Suite 6",  Baileyville Branch,11,Baileyville,Washington,29,17869,0,,11/30/1987,45.1636,-67.4328,Maine,23,248712,4694
2017,19531,Machias Savings Bank,4,  93 High Street,  Ellsworth Branch,11,Ellsworth,Hancock,9,111908,0,,3/28/1988,44.5386,-68.4152,Maine,23,248713,4605
2017,19531,Machias Savings Bank,5,  127 Main Street,  Princeton Branch,11,Princeton,Washington,29,27182,0,,6/18/1990,45.2224,-67.5704,Maine,23,248714,4668
2017,19531,Machias Savings Bank,7,  138 North Street,  Houlton Branch,11,Houlton,Aroostook,3,58743,0,,7/5/1992,46.1357,-67.8393,Maine,23,248715,4730
2017,19531,Machias Savings Bank,8,  96 Cottage Street,  Bar Harbor Branch,11,Bar Harbor,Hancock,9,43891,0,12/4/1992,1/17/1977,44.3891,-68.2092,Maine,23,228842,4609
2017,19531,Machias Savings Bank,9,  38 Depot Street,  Danforth Branch,11,Danforth,Washington,29,20050,0,,4/11/2000,45.6554,-67.8673,Maine,23,334434,4424
2017,19531,Machias Savings Bank,10,  29 Main Street,  Lincoln Branch,11,Lincoln,Penobscot,19,52587,0,,1/14/2002,45.3635,-68.5038,Maine,23,362860,4457
2017,19531,Machias Savings Bank,11,  1126 Hammond Street,  Bangor Branch,11,Bangor,Penobscot,19,124292,0,,11/1/2004,44.7955,-68.8278,Maine,23,432906,4401
2017,19531,Machias Savings Bank,12,  248 State Street,  Ellsworth State Street Branch,11,Ellsworth,Hancock,9,8313,0,,9/5/2007,44.5496,-68.4268,Maine,23,467930,4605
2017,19531,Machias Savings Bank,13,  3 Glen Street,  Rockland Branch,11,Rockland,Knox,13,42851,0,3/7/2008,5/8/1995,44.1233,-69.0991,Maine,23,278299,4841
2017,19531,Machias Savings Bank,14,  581 Wilson Street,  Brewer Branch,11,Brewer,Penobscot,19,66919,0,,4/2/2012,44.779,-68.7395,Maine,23,530318,4412
2017,19531,Machias Savings Bank,15,  9 Dyer Street,  Presque Isle Branch,11,Presque Isle,Aroostook,3,46111,0,12/14/2013,4/9/1990,46.6827,-68.0186,Maine,23,46116,4769
2017,19531,Machias Savings Bank,16,  142 Bennett Drive,  Caribou Branch,11,Caribou,Aroostook,3,29612,0,12/14/2013,6/4/1990,46.87,-68.003,Maine,23,289089,4736
2017,19531,Machias Savings Bank,17,  6 Penobscot Valley Avenue,  Lincoln Branch,11,Lincoln,Penobscot,19,23082,0,12/14/2013,9/14/1992,45.422,-68.4606,Maine,23,289090,4457
2017,19531,Machias Savings Bank,21,  2 Union Street Suite 301,  Portland Branch,11,Portland,Cumberland,5,1931,0,,4/27/2015,43.6549,-70.2544,Maine,23,570405,4101
2017,19531,Machias Savings Bank,22,  193 Middle Street,  Middle Street Portland Branch,11,Portland,Cumberland,5,85908,0,,2/27/2017,43.6576,-70.2548,Maine,23,587296,4101
2017,19532,Skowhegan Savings Bank,0,  13 Elm Street,  Skowhegan Savings Bank,11,Skowhegan,Somerset,25,126190,1,,1869-10-02,44.7658,-69.7211,Maine,23,13332,4976
2017,19532,Skowhegan Savings Bank,1,  284 Main Street,  Bingham Branch,11,Bingham,Somerset,25,15940,0,,10/28/1974,45.0513,-69.8811,Maine,23,248716,4920
2017,19532,Skowhegan Savings Bank,2,  81-83 Church Street,  Dexter Branch,11,Dexter,Penobscot,19,33454,0,,10/15/1974,45.0304,-69.2862,Maine,23,248717,4930
2017,19532,Skowhegan Savings Bank,3,  188 Main Street,  Madison Branch,11,Madison,Somerset,25,35948,0,,2/7/1977,44.7979,-69.8783,Maine,23,248718,4950
2017,19532,Skowhegan Savings Bank,4,  78 Waterville Road,  East Front Street Branch,11,Skowhegan,Somerset,25,18777,0,,6/7/1982,44.7631,-69.7094,Maine,23,248719,4976
2017,19532,Skowhegan Savings Bank,5,  Hunnewell Avenue,  Hunnewell Branch,11,Pittsfield,Somerset,25,9823,0,,10/19/1987,44.7559,-69.4283,Maine,23,248720,4967
2017,19532,Skowhegan Savings Bank,7,  92 Main Street,  Fairfield Branch,11,Fairfield,Somerset,25,21977,0,3/16/1998,10/9/1933,44.5798,-69.6068,Maine,23,226042,4937
2017,19532,Skowhegan Savings Bank,8,  9 Main Street,  Norridgewock Branch,11,Norridgewock,Somerset,25,23483,0,3/16/1998,4/6/1964,44.7135,-69.7963,Maine,23,226051,4957
2017,19532,Skowhegan Savings Bank,14,  613 Main Street,  Jackman Branch,11,Jackman,Somerset,25,26953,0,8/19/2010,7/22/1985,45.6393,-70.2617,Maine,23,250151,4945
2017,19532,Skowhegan Savings Bank,15,  61 Academy Circle,  Skowhegan High School Branch,29,Skowhegan,Somerset,25,3,0,,2/28/2012,44.7519,-69.729,Maine,23,529281,4976
2017,19532,Skowhegan Savings Bank,17,  450 Civic Center Drive,  Augusta Branch,11,Augusta,Kennebec,11,29613,0,,6/17/2013,44.3613,-69.7964,Maine,23,542746,4330
2017,19532,Skowhegan Savings Bank,18,  9 School Street,  Stratton Branch,11,Stratton,Franklin,7,13820,0,10/4/2013,10/3/1988,45.1408,-70.438,Maine,23,254254,4982
2017,19532,Skowhegan Savings Bank,19,  2484 Main Street,  Rangeley Branch,11,Rangeley,Franklin,7,25641,0,10/4/2013,3/31/1965,44.9646,-70.6423,Maine,23,202553,4970
2017,19532,Skowhegan Savings Bank,20,  124 Main Street,  Phillips Branch,11,Phillips,Franklin,7,14711,0,10/4/2013,11/2/1953,44.8244,-70.3455,Maine,23,202554,4966
2017,19532,Skowhegan Savings Bank,21,  7 Depot Street,  Depot And Main Street Branch,11,Kingfield,Franklin,7,32978,0,10/4/2013,2/17/1998,44.9585,-70.156,Maine,23,254257,4947
2017,19532,Skowhegan Savings Bank,22,  134 Hannaford Drive,  Farmington Branch,11,Farmington,Franklin,7,22364,0,10/4/2013,6/14/1993,44.6517,-70.1508,Maine,23,254256,4938
2017,19690,Northeast Bank,0,  500 Canal Street,  Northeast Bank,11,Lewiston,Androscoggin,1,0,1,,1872-02-05,44.0903,-70.2146,Maine,23,13489,4240
2017,19690,Northeast Bank,1,  46 Main Street,  Harrison Branch,11,Harrison,Cumberland,5,27238,0,,5/12/1975,44.1105,-70.6802,Maine,23,249240,4040
2017,19690,Northeast Bank,2,  235 Main Street,  Oxford Hill Branch,11,South Paris,Oxford,17,47778,0,,3/27/1978,44.2139,-70.5234,Maine,23,249241,4281
2017,19690,Northeast Bank,5,  2 Depot Street,  Buckfield Branch,11,Buckfield,Oxford,17,20531,0,,10/31/1994,44.2801,-70.38,Maine,23,249244,4220
2017,19690,Northeast Bank,6,  186 Maine Street,  186 Main Street Branch,11,Brunswick,Cumberland,5,78117,0,7/1/1996,1888-01-01,43.9065,-69.9655,Maine,23,42675,4011
2017,19690,Northeast Bank,9,  232 Center Street,  Auburn Branch,11,Auburn,Androscoggin,1,41723,0,,2/10/1997,44.109,-70.2257,Maine,23,249245,4210
2017,19690,Northeast Bank,11,  235 Western Avenue,  Augusta Branch,11,Augusta,Kennebec,11,43065,0,10/24/1997,3/29/1993,44.3145,-69.8013,Maine,23,262213,4330
2017,19690,Northeast Bank,13,  27 Pearl Street,  Portland Branch,11,Portland,Cumberland,5,52417,0,,11/4/2002,43.6576,-70.2522,Maine,23,442637,4101
2017,19690,Northeast Bank,14,  11 Main Street,  Bethel Branch,11,Bethel,Oxford,17,46084,0,,7/1/1997,44.4046,-70.7907,Maine,23,442942,4217
2017,19690,Northeast Bank,15,  500 Canal Street,  Lewiston Gateway Branch,11,Lewiston,Androscoggin,1,343457,0,,8/29/2005,44.0903,-70.2146,Maine,23,453457,4240
2017,19690,Northeast Bank,16,  1399 Maine Street,  Poland Branch,11,Poland,Androscoggin,1,29227,0,,2/12/2010,44.0695,-70.4071,Maine,23,510427,4274
2017,19690,Northeast Bank,17,  500 Canal Street,  Ablebank.Com Branch,13,Lewiston,Androscoggin,1,178215,0,,1/26/2012,44.0901,-70.2143,Maine,23,532133,4240
2017,19836,Franklin Savings Bank,0,  197 Main Street,  Franklin Savings Bank,11,Farmington,Franklin,7,109838,1,,1868-11-16,44.6795,-70.1567,Maine,23,13629,4938
2017,19836,Franklin Savings Bank,1,  155-157 Congress Street,  Rumford Branch,11,Rumford,Oxford,17,54826,0,,4/1/1968,44.5494,-70.544,Maine,23,249649,4276
2017,19836,Franklin Savings Bank,2,  9 Main Street,  Jay Branch,11,Jay,Franklin,7,22602,0,,3/30/1970,44.479,-70.1964,Maine,23,249650,4239
2017,19836,Franklin Savings Bank,3,  2573 Main Street,  Rangeley Branch,11,Rangeley,Franklin,7,29171,0,,2/3/1975,44.9665,-70.6456,Maine,23,249651,4970
2017,19836,Franklin Savings Bank,5,  194 Madison Street,  Somerset Branch,11,Skowhegan,Somerset,25,28002,0,,11/8/1976,44.7708,-69.7219,Maine,23,249653,4976
2017,19836,Franklin Savings Bank,6,  603 Main Street,  Wilton Branch,23,Wilton,Franklin,7,11888,0,,1/31/1977,44.5921,-70.2287,Maine,23,249654,4294
2017,19836,Franklin Savings Bank,7,  129 Seamon Road,  Mt. Blue High School Branch,29,Farmington,Franklin,7,1014,0,,9/7/1993,44.6397,-70.1298,Maine,23,249655,4938
2017,19836,Franklin Savings Bank,9,  130 Oak St,  Ellsworth Branch,11,Ellsworth,Hancock,9,89,0,,4/3/2017,44.5493,-68.4258,Maine,23,590321,4605
2017,20931,Damariscotta Bank & Trust Co.,0,  25 Main Street,  Damariscotta Bank & Trust Co.,11,Damariscotta,Lincoln,15,83600,1,,1/22/1973,44.034,-69.538,Maine,23,14460,4543
2017,20931,Damariscotta Bank & Trust Co.,1,  2578 Bristol Road,  Bristol Branch,11,New Harbor,Lincoln,15,8178,0,,6/14/1973,43.8732,-69.5013,Maine,23,251923,4554
2017,20931,Damariscotta Bank & Trust Co.,2,  289 Camden Road,  Warren Branch,11,Warren,Knox,13,23322,0,,5/22/1989,44.1207,-69.2529,Maine,23,251924,4864
2017,20931,Damariscotta Bank & Trust Co.,3,  1 Belmont Avenue,  Belfast Branch,11,Belfast,Waldo,27,17591,0,,7/9/1998,44.4235,-69.0223,Maine,23,251925,4915
2017,20931,Damariscotta Bank & Trust Co.,4,  17 Sennebec Road,  Union Branch,11,Union,Knox,13,15042,0,,8/1/2001,44.2171,-69.2755,Maine,23,365006,4862
2017,20931,Damariscotta Bank & Trust Co.,5,  619 Main Street,  Damariscotta Branch,11,Damariscotta,Lincoln,15,13955,0,,6/30/2008,44.0449,-69.5058,Maine,23,477931,4543
2017,27334,"People's United Bank, National Association",213,  467 Congress Street,  Maine Bank & Trust Company Branch,11,Portland,Cumberland,5,191201,0,1/1/2009,11/20/1991,43.6572,-70.2595,Maine,23,47364,4103
2017,27334,"People's United Bank, National Association",214,  188 U.S. Route 1,  Falmouth,11,Falmouth,Cumberland,5,34529,0,1/1/2009,3/18/1992,43.7497,-70.2856,Maine,23,289702,4105
2017,27334,"People's United Bank, National Association",215,  15 Hinckley Drive,  South Portland Branch,11,South Portland,Cumberland,5,44387,0,1/1/2009,6/5/1992,43.6368,-70.2508,Maine,23,289703,4106
2017,27334,"People's United Bank, National Association",216,  112 Maine Street,  Brunswick Branch,11,Brunswick,Cumberland,5,56198,0,1/1/2009,9/4/1992,43.9116,-69.9634,Maine,23,289704,4011
2017,27334,"People's United Bank, National Association",217,  439 Us Route 1,  Scarborough Branch,11,Scarborough,Cumberland,5,21052,0,1/1/2009,8/4/1994,43.582,-70.3657,Maine,23,289705,4074
2017,27334,"People's United Bank, National Association",218,  780 Roosevelt Trail,  North Windham Branch,11,Windham,Cumberland,5,16797,0,1/1/2009,11/22/1995,43.8378,-70.4415,Maine,23,289710,4062
2017,27334,"People's United Bank, National Association",219,  233 Main Street,  Yarmouth Branch,11,Yarmouth,Cumberland,5,26330,0,1/1/2009,12/18/1995,43.8012,-70.1881,Maine,23,289711,4096
2017,27334,"People's United Bank, National Association",220,  790 Main Street,  Westbrook Branch,11,Westbrook,Cumberland,5,21310,0,1/1/2009,2/22/1996,43.6763,-70.3633,Maine,23,289712,4092
2017,27334,"People's United Bank, National Association",221,  129 Federal Road,  Kezar Falls Branch,11,Parsonsfield,York,31,30934,0,1/1/2009,5/26/1976,43.8061,-70.8761,Maine,23,242660,4047
2017,27334,"People's United Bank, National Association",223,  28 Adams Street,  Biddeford Branch,11,Biddeford,York,31,141323,0,1/1/2009,11/14/1996,43.4928,-70.4565,Maine,23,289714,4005
2017,27334,"People's United Bank, National Association",225,  201 Main Street,  Merrill Merchants Bank Branch,11,Bangor,Penobscot,19,99146,0,1/1/2009,10/19/1992,44.7975,-68.7734,Maine,23,47813,4402
2017,27334,"People's United Bank, National Association",226,  992 Union Street,  Union Street Branch,11,Bangor,Penobscot,19,28184,0,1/1/2009,3/9/1970,44.8158,-68.808,Maine,23,180728,4401
2017,27334,"People's United Bank, National Association",227,  920 Stillwater Avenue,  Crossroads Branch,11,Bangor,Penobscot,19,17951,0,1/1/2009,10/5/1978,44.84,-68.7453,Maine,23,180734,4401
2017,27334,"People's United Bank, National Association",228,  109 Main Street,  Pittsfield Branch,11,Pittsfield,Somerset,25,22903,0,1/1/2009,9/19/1933,44.7832,-69.382,Maine,23,2801,4967
2017,27334,"People's United Bank, National Association",229,  366 Wilson Street,  Brewer Branch,11,Brewer,Penobscot,19,30602,0,1/1/2009,5/10/1954,44.7856,-68.7539,Maine,23,202432,4412
2017,27334,"People's United Bank, National Association",230,  69 Main Street,  Orono Branch,11,Orono,Penobscot,19,26393,0,1/1/2009,5/22/1972,44.8817,-68.6735,Maine,23,202436,4473
2017,27334,"People's United Bank, National Association",231,  44 Moosehead Trail,  Newport Maine Branch,12,Newport,Penobscot,19,21785,0,1/1/2009,5/28/1997,44.8365,-69.2869,Maine,23,289841,4953
2017,27334,"People's United Bank, National Association",232,  12 Main Street,  Milford Maine Branch,12,Milford,Penobscot,19,6941,0,1/1/2009,1/24/2000,44.9394,-68.642,Maine,23,357439,4461
2017,27334,"People's United Bank, National Association",233,  191 River Road,  Orrington,12,Orrington,Penobscot,19,11758,0,1/1/2009,11/8/1999,44.7548,-68.7953,Maine,23,357442,4474
2017,27334,"People's United Bank, National Association",236,  335 Main Street,  Main Street Waterville Branch,11,Waterville,Kennebec,11,18050,0,1/1/2009,7/30/2007,44.5666,-69.6376,Maine,23,467517,4901
2017,27334,"People's United Bank, National Association",238,  3 Elm Street,  Arundel Branch,11,Kennebunkport,York,31,40976,0,1/1/2009,4/15/1957,43.36,-70.4756,Maine,23,202471,4046
2017,27334,"People's United Bank, National Association",239,  1597 Post Road,  Webhannet Branch,11,Wells,York,31,60580,0,1/1/2009,7/17/1962,43.3234,-70.58,Maine,23,202472,4090
2017,27334,"People's United Bank, National Association",240,  11 Woodbridge Road,  York Branch,11,York,York,31,39528,0,1/1/2009,4/2/1973,43.144,-70.647,Maine,23,202473,3909
2017,27334,"People's United Bank, National Association",241,  17 Walker Street,  Kittery Branch,11,Kittery,York,31,35727,0,1/1/2009,5/1/1980,43.086,-70.745,Maine,23,202475,3904
2017,27334,"People's United Bank, National Association",243,  8 Norton Street,  South Berwick Branch,11,South Berwick,York,31,23239,0,1/1/2009,11/4/1996,43.2357,-70.8096,Maine,23,202478,3908
2017,27334,"People's United Bank, National Association",271,  100 Main Street,  Kennebunk Branch,11,Kennebunk,York,31,55330,0,1/1/2009,10/12/2004,43.3869,-70.5387,Maine,23,432851,4043
2017,27334,"People's United Bank, National Association",544,  350 Fore Street,  Old Port,11,Portland,Cumberland,5,20275,0,,1/27/2016,43.6567,-70.2521,Maine,23,576426,4101
2017,28288,"Auburn Savings Bank, FSB",0,  256 Court St,"  Auburn Savings Bank, Fsb",11,Auburn,Androscoggin,1,36919,1,,1887-01-01,44.0977,-70.2318,Maine,23,41122,4210
2017,28288,"Auburn Savings Bank, FSB",1,  325 Sabattus Street,  Lewiston Branch,11,Lewiston,Androscoggin,1,16340,0,,11/22/2004,44.1007,-70.1991,Maine,23,495246,4240
2017,28369,"Rockland Savings Bank, FSB",0,  582 Main Street,"  Rockland Savings Bank, Fsb",11,Rockland,Knox,13,53479,1,,1888-01-01,44.1086,-69.1106,Maine,23,41203,4841
2017,28369,"Rockland Savings Bank, FSB",1,  1341 Atlantic Hwy,  Waldoboro Branch,11,Waldoboro,Lincoln,15,5736,0,,6/30/2006,44.1011,-69.3865,Maine,23,461433,4572
2017,29636,First Federal Savings and Loan Association of Bath,0,  125 Front St,  First Federal Savings And Loan Association Of Bath,11,Bath,Sagadahoc,23,44146,1,,1/1/1935,43.9138,-69.8141,Maine,23,42470,4530
2017,29636,First Federal Savings and Loan Association of Bath,1,  41 Townsend Avenue,  41 Townsend Avenue Branch,11,Boothbay Harbor,Lincoln,15,25196,0,,1/1/1935,43.8528,-69.6269,Maine,23,276199,4538
2017,29636,First Federal Savings and Loan Association of Bath,2,  238 Main Street,  238 Main Street Branch,11,Damariscotta,Lincoln,15,17418,0,,1/1/1935,44.0318,-69.5292,Maine,23,276200,4543
2017,29636,First Federal Savings and Loan Association of Bath,100,  55 Congress Avenue,  55 Congress Ave. Branch,11,Bath,Sagadahoc,23,14472,0,,6/30/1986,43.9121,-69.8328,Maine,23,276201,4530
2017,29636,First Federal Savings and Loan Association of Bath,101,  695 Bath Road,  695 Bath Road-Branch,11,Wiscasset,Lincoln,15,4278,0,,8/2/2010,43.9834,-69.6987,Maine,23,521607,4578
2017,29661,Kennebec Federal Savings and Loan Association of Waterville,0,  70 Main Street,  Kennebec Federal Savings And Loan Association Of Waterville,11,Waterville,Kennebec,11,44084,1,,3/1/1936,44.5494,-69.6302,Maine,23,42495,4901
2017,29661,Kennebec Federal Savings and Loan Association of Waterville,1,  11 Washington Street,  Waterville Branch,11,Waterville,Kennebec,11,23853,0,,7/17/2007,44.5462,-69.6755,Maine,23,491981,4901
2017,29743,Aroostook County Federal Savings and Loan Association,0,  43 High St,  Aroostook County Federal Savings And Loan Association,11,Caribou,Aroostook,3,58029,1,,7/29/1936,46.8605,-68.0101,Maine,23,42577,4736
2017,29743,Aroostook County Federal Savings and Loan Association,1,  364 Main Street,  364 Main Street Branch,11,Presque Isle,Aroostook,3,38200,0,,7/29/1936,46.679,-68.0156,Maine,23,277036,4769
2017,30878,Bar Harbor Savings and Loan Association,0,  103 Main Street,  Bar Harbor Savings And Loan Association,11,Bar Harbor,Hancock,9,78025,1,,1/1/1902,44.3891,-68.2046,Maine,23,43712,4609
2016,3510,"Bank of America, National Association",8203,  One City Center,  Portland - One City Center Branch,11,Portland,Cumberland,5,943084,0,6/13/2005,11/20/1933,43.6573,-70.2578,Maine,23,3,4101
2016,3510,"Bank of America, National Association",8213,  849 Main Street,  Westbrook - Main St. Branch,11,Westbrook,Cumberland,5,46313,0,6/13/2005,1890-01-01,43.6766,-70.3662,Maine,23,11686,4092
2016,3510,"Bank of America, National Association",8214,  1390 Congress Street,  West Gate Branch,11,Portland,Cumberland,5,27676,0,6/13/2005,11/17/1975,43.659,-70.297,Maine,23,242614,4102
2016,3510,"Bank of America, National Association",8215,  1364 Main Street,  South Sanford Branch,11,Sanford,York,31,32569,0,6/13/2005,2/23/1970,43.4139,-70.747,Maine,23,180754,4073
2016,3510,"Bank of America, National Association",8219,  Falmouth Shopping Center,  Falmouth Branch,11,Falmouth,Cumberland,5,61019,0,6/13/2005,10/31/1962,43.7497,-70.2856,Maine,23,242579,4105
2016,3510,"Bank of America, National Association",8220,  39 Auburn Street,  North Gate Branch,11,Portland,Cumberland,5,90421,0,6/13/2005,11/21/1957,43.7017,-70.2889,Maine,23,242580,4103
