YEAR,CERT,NAMEFULL,BRNUM,ADDRESBR,NAMEBR,BRSERTYP,CITY2BR,CNTYNAMB,CNTYNUMB,DEPSUMBR,BKMO,SIMS_ACQUIRED_DATE,SIMS_ESTABLISHED_DATE,SIMS_LATITUDE,SIMS_LONGITUDE,STNAMEBR,STNUMBR,UNINUMBR,ZIPBR
2021,18408,  Bangor Savings Bank,13,  Bangor Road,  Clifford Commons Unity Branch,11,Unity,Waldo,27,64699,0,,7/23/1996,44.59936,-69.363719,Maine,23,245311,4988
2021,18408,  Bangor Savings Bank,15,  232 North Street,  Calais Branch,11,Calais,Washington,29,26757,0,6/26/1998,6/30/1945,45.171958,-67.289292,Maine,23,180712,4619
2021,18408,  Bangor Savings Bank,17,  175 Main Street,  Jonesport Branch,11,Jonesport,Washington,29,13704,0,6/26/1998,11/20/1933,44.529284,-67.614649,Maine,23,180718,4649
2021,18408,  Bangor Savings Bank,19,  113 Madison Avenue,  Skowhegan Branch,11,Skowhegan,Somerset,25,95343,0,6/26/1998,12/22/1961,44.768614,-69.721103,Maine,23,229255,4976
2021,18408,  Bangor Savings Bank,21,  6 China Road,  Winslow Branch,11,Waterville,Kennebec,11,49130,0,6/26/1998,1/22/1962,44.538181,-69.628415,Maine,23,229258,4901
2021,18408,  Bangor Savings Bank,22,  56 Main Street,  Madison Branch,11,Madison,Somerset,25,38757,0,6/26/1998,11/23/1970,44.799216,-69.868549,Maine,23,229259,4950
2021,18408,  Bangor Savings Bank,24,  1 Center Street,  Machias Branch,11,Machias,Washington,29,19248,0,6/26/1998,1/1/1900,44.715123,-67.457555,Maine,23,248807,4654
2021,18408,  Bangor Savings Bank,25,  177 Main Street,  Farmington Branch,11,Farmington,Franklin,7,76708,0,6/26/1998,6/1/1901,44.677767,-70.156719,Maine,23,2793,4938
2021,18408,  Bangor Savings Bank,29,  4 Prospect Avenue,  Lincoln Branch,11,Lincoln,Penobscot,19,66961,0,6/26/1998,9/30/1980,45.422018,-68.460661,Maine,23,229268,4457
2021,18408,  Bangor Savings Bank,33,  118 Congress Street,  Rumford Branch,11,Rumford,Oxford,17,42025,0,6/26/1998,8/5/1968,44.548617,-70.545638,Maine,23,202549,4276
2021,18408,  Bangor Savings Bank,36,  180 Maple Street,  Cornish Branch,11,Cornish,York,31,78730,0,6/26/1998,8/8/1910,43.803972,-70.821284,Maine,23,2798,4020
2021,18408,  Bangor Savings Bank,38,  89 Main Street,  Bucksport Branch,11,Bucksport,Hancock,9,42870,0,8/21/1998,11/20/1933,44.575159,-68.801648,Maine,23,180711,4416
2021,18408,  Bangor Savings Bank,39,  213 Battle Avenue,  Castine Branch,11,Castine,Hancock,9,19962,0,8/21/1998,2/1/1965,44.391575,-68.802455,Maine,23,180713,4421
2021,18408,  Bangor Savings Bank,40,  22 Main Street,  Dexter Branch,11,Dexter,Penobscot,19,38076,0,8/21/1998,11/20/1933,45.02408,-69.288912,Maine,23,180714,4930
2021,18408,  Bangor Savings Bank,41,  17 Main Street,  Searsport Branch,11,Searsport,Waldo,27,57722,0,8/21/1998,11/20/1933,44.456551,-68.929385,Maine,23,180723,4974
2021,18408,  Bangor Savings Bank,43,  564 Stillwater Avenue,  Old Town Branch,11,Old Town,Penobscot,19,83362,0,,1/11/1999,44.925053,-68.669391,Maine,23,245313,4468
2021,18408,  Bangor Savings Bank,44,  5 Commercial Street,  Camden/Rockport,11,Rockport,Knox,13,62874,0,,7/3/2000,44.19094,-69.07958,Maine,23,356851,4856
2021,18408,  Bangor Savings Bank,48,  366 Main Street,  Main Street Waterville Branch,11,Waterville,Kennebec,11,44340,0,,2/10/2003,44.569887,-69.639785,Maine,23,366336,4901
2021,18408,  Bangor Savings Bank,49,  19 Main Road North,  Hampden Branch,11,Hampden,Penobscot,19,88129,0,,3/17/2003,44.741231,-68.838221,Maine,23,418494,4444
2021,18408,  Bangor Savings Bank,52,"  180 Waterman Drive, Mill Creek",  South Portland Branch,11,South Portland,Cumberland,5,121084,0,,1/22/2007,43.636296,-70.256279,Maine,23,458332,4106
2021,18408,  Bangor Savings Bank,53,  241 Us Route 1,  Scarborough Branch,11,Scarborough,Cumberland,5,101787,0,,1/29/2007,43.590961,-70.332766,Maine,23,458333,4074
2021,18408,  Bangor Savings Bank,54,"  1048 Brighton Avenue, Pine Tree Shopping Center",  Brighton Avenue Portland Branch,11,Portland,Cumberland,5,248503,0,,2/5/2007,43.674598,-70.32271,Maine,23,458841,4102
2021,18408,  Bangor Savings Bank,55,  208 Main Street,  Biddeford Branch,11,Biddeford,York,31,58251,0,7/31/2007,5/15/1907,43.493685,-70.456585,Maine,23,8150,4005
2021,18408,  Bangor Savings Bank,56,  208 Main Street,  Biddeford Branch,23,Biddeford,York,31,0,0,7/31/2007,10/22/1980,43.493685,-70.456585,Maine,23,228067,4005
2021,18408,  Bangor Savings Bank,57,  270 Main Street,  Saco Branch,11,Saco,York,31,61034,0,7/31/2007,5/18/1998,43.49846,-70.445341,Maine,23,228068,4072
2021,18408,  Bangor Savings Bank,60,  106 Main Street,  Main Street Belfast Branch,11,Belfast,Waldo,27,18464,0,,4/6/2009,44.425661,-69.007137,Maine,23,489976,4915
2021,18408,  Bangor Savings Bank,61,  73 Camden Street,  Rockland Branch,11,Rockland,Knox,13,43544,0,,6/29/2009,44.117162,-69.103375,Maine,23,491872,4841
2021,18408,  Bangor Savings Bank,62,  882 Lisbon Street,  Lisbon Street Branch,11,Lewiston,Androscoggin,1,47608,0,,1/25/2010,44.083814,-70.202209,Maine,23,501287,4240
2021,18408,  Bangor Savings Bank,63,  180 Middle Street,  Middle Street Portland Branch,11,Portland,Cumberland,5,112476,0,,7/12/2010,43.657602,-70.254785,Maine,23,510413,4101
2021,18408,  Bangor Savings Bank,65,  320 Allen Avenue,  Allen Avenue Portland Branch,11,Portland,Cumberland,5,86177,0,,1/10/2011,43.699295,-70.288631,Maine,23,517246,4103
2021,18408,  Bangor Savings Bank,66,  215 U.S. Route 1,  Falmouth Branch,11,Falmouth,Cumberland,5,120421,0,,4/11/2011,43.74977,-70.285611,Maine,23,518659,4105
2021,18408,  Bangor Savings Bank,67,  274 Western Avenue,  Western Avenue Branch,11,Augusta,Kennebec,11,145658,0,,3/4/2013,44.314943,-69.803307,Maine,23,537796,4330
2021,18408,  Bangor Savings Bank,68,  460 U.S. Route 1,  Route 1 York Branch,11,York,York,31,34836,0,,3/31/2014,43.156862,-70.644707,Maine,23,551483,3909
2021,18408,  Bangor Savings Bank,69,  196 Main Street,  Ogunquit Branch,11,Ogunquit,York,31,25510,0,,4/6/2015,43.248225,-70.600088,Maine,23,567752,3907
2021,18408,  Bangor Savings Bank,70,  77 Middle Street,  77 Middle Street Branch,11,Portland,Cumberland,5,125888,0,,1/11/2016,43.659625,-70.251256,Maine,23,575591,4101
2021,18408,  Bangor Savings Bank,71,  20 Marginal Way,  Marginal Way Portland Branch,11,Portland,Cumberland,5,76661,0,,6/6/2016,43.660525,-70.267614,Maine,23,580035,4101
2021,18408,  Bangor Savings Bank,72,  45 Maine Street,  Brunswick Branch,11,Brunswick,Cumberland,5,76845,0,,7/18/2016,43.917914,-69.966507,Maine,23,580301,4011
2021,18408,  Bangor Savings Bank,73,  127 Community Drive,  Community Drive Agusta Branch,11,Augusta,Kennebec,11,73071,0,,1/23/2017,44.343039,-69.796455,Maine,23,586233,4330
2021,18408,  Bangor Savings Bank,81,  138 Main Street,  Main Street Pittsfield Branch,11,Pittsfield,Somerset,25,62381,0,,7/2/2018,44.782876,-69.382204,Maine,23,602831,4967
2021,18408,  Bangor Savings Bank,83,  170 Turner Street,  Turner Street Branch Office,11,Auburn,Androscoggin,1,47280,0,,12/16/2019,44.100849,-70.22709,Maine,23,619359,4210
2021,18408,  Bangor Savings Bank,84,  3 State St,  State Street Branch,11,Bangor,Penobscot,19,0,0,,5/20/2020,44.801971,-68.76979,Maine,23,624966,4401
2021,18408,  Bangor Savings Bank,85,  2578 Bristol Rd,  New Harbor Branch,11,New Harbor,Lincoln,15,13452,0,12/1/2020,6/14/1973,43.873133,-69.501262,Maine,23,251923,4554
2021,18408,  Bangor Savings Bank,86,  289 Camden Road,  Warren Branch,11,Warren,Knox,13,30744,0,12/1/2020,5/22/1989,44.120749,-69.252934,Maine,23,251924,4864
2021,18408,  Bangor Savings Bank,88,  17 Sennebec Road,  Union Branch,11,Union,Knox,13,23729,0,12/1/2020,8/1/2001,44.21711,-69.27553,Maine,23,365006,4862
2021,18408,  Bangor Savings Bank,89,  619 Main Street,  Damariscotta Branch,11,Damariscotta,Lincoln,15,19366,0,12/1/2020,6/30/2008,44.044973,-69.505832,Maine,23,477931,4543
2021,18408,  Bangor Savings Bank,90,  100 Main St,  Damariscotta Branch,11,Damariscotta,Lincoln,15,92969,0,,12/1/2020,44.033167,-69.532026,Maine,23,14460,4543
2021,18408,  Bangor Savings Bank,93,  745roosevelt Trail,  Windham Branch Office,11,Windham,Cumberland,5,803,0,,6/1/2021,43.834554,-70.437468,Maine,23,634598,4062
2021,18409,"  TD Bank, National Association",1,  217 High Street,  Ellsworth Branch,11,Ellsworth,Hancock,9,56727,0,,7/1/1961,44.533421,-68.409128,Maine,23,245314,4605
2021,18409,"  TD Bank, National Association",2,  76 Main Street,  Newport Branch,11,Newport,Penobscot,19,126837,0,,10/18/1975,44.835762,-69.279878,Maine,23,245315,4953
2021,18409,"  TD Bank, National Association",3,  1067 Union Street,  Bangor-Union St. Branch,11,Bangor,Penobscot,19,198496,0,,12/5/1977,44.817718,-68.811516,Maine,23,245316,4401
2021,18409,"  TD Bank, National Association",4,  77 Exchange Street,  Bangor-Exchange St. Branch,11,Bangor,Penobscot,19,106323,0,,7/1/1982,44.800104,-68.768133,Maine,23,245317,4401
2021,18409,"  TD Bank, National Association",6,  112 Main Street,"  Fairfield, Me Branch",11,Fairfield,Somerset,25,45602,0,7/1/1982,2/25/1974,44.585555,-69.596407,Maine,23,242697,4937
2021,18409,"  TD Bank, National Association",8,  34 School Street,  Rockland Branch,11,Rockland,Knox,13,87230,0,7/1/1982,1868-01-01,44.104059,-69.109974,Maine,23,8259,4841
2021,18409,"  TD Bank, National Association",9,  89 Elm Street,"  Camden, Me Branch",11,Camden,Knox,13,63113,0,7/1/1982,2/26/1973,44.204575,-69.071888,Maine,23,228840,4843
2021,18409,"  TD Bank, National Association",13,  182 Main Street,  Waterville Main St. Branch,11,Waterville,Kennebec,11,188000,0,2/1/1985,1852-01-01,44.55179,-69.631251,Maine,23,11679,4901
2021,18409,"  TD Bank, National Association",15,  1410 Congress Street,  Westgate Branch,11,Portland,Cumberland,5,128024,0,2/1/1985,4/9/1964,43.658811,-70.298165,Maine,23,242565,4102
2021,18409,"  TD Bank, National Association",16,  730 Us Route 1,  Yarmouth Branch,11,Yarmouth,Cumberland,5,198687,0,2/1/1985,10/2/1967,43.803786,-70.180595,Maine,23,242566,4096
2021,18409,"  TD Bank, National Association",17,  835 Main Street,  Westbrook Branch,11,Westbrook,Cumberland,5,131543,0,2/1/1985,10/16/1967,43.676546,-70.365567,Maine,23,242567,4092
2021,18409,"  TD Bank, National Association",18,  30 State Road,  Kittery Branch,11,Kittery,York,31,96599,0,2/1/1985,9/10/1973,43.087853,-70.749276,Maine,23,242568,3904
2021,18409,"  TD Bank, National Association",21,  680 Main Street,  Presque Isle Branch,11,Presque Isle,Aroostook,3,98656,0,2/1/1985,7/29/1976,46.694733,-68.012081,Maine,23,242571,4769
2021,18409,"  TD Bank, National Association",22,  6 North St,  Houlton Branch,11,Houlton,Aroostook,3,40276,0,2/1/1985,5/19/1977,46.126074,-67.842635,Maine,23,242572,4730
2021,18409,"  TD Bank, National Association",24,  32 Goding Ave,  Lincoln Branch,11,Lincoln,Penobscot,19,34724,0,2/1/1985,5/29/1980,45.41182,-68.46735,Maine,23,242574,4457
2021,18409,"  TD Bank, National Association",25,"  62 W. Main Street, Suite 104",  Fort Kent Branch,11,Fort Kent,Aroostook,3,26798,0,2/1/1985,8/7/1980,47.249516,-68.599965,Maine,23,242575,4743
2021,18409,"  TD Bank, National Association",26,  756 Roosevelt Trail,  North Windham Branch,11,Windham,Cumberland,5,114996,0,2/1/1985,11/26/1980,43.835158,-70.439233,Maine,23,242576,4062
2021,18409,"  TD Bank, National Association",28,  790 Lisbon Street,  Lewiston 790 Lisbon St. Branch,11,Lewiston,Androscoggin,1,191058,0,2/1/1985,11/12/1971,44.085704,-70.206082,Maine,23,242835,4240
2021,18409,"  TD Bank, National Association",31,  449 Forest Avenue,  Portland 449 Forest Ave Branch,11,Portland,Cumberland,5,184749,0,2/1/1985,5/10/1984,43.666223,-70.276911,Maine,23,242577,4101
2021,18409,"  TD Bank, National Association",35,  878 Stillwater Avenue,  Stillwater Ave./Bangor,11,Bangor,Penobscot,19,58116,0,,10/1/1986,44.838334,-68.746658,Maine,23,245320,4401
2021,18409,"  TD Bank, National Association",37,  163 Broadway,"  Farmington, Me Branch",11,Farmington,Franklin,7,73854,0,1/1/1988,1890-01-01,44.670653,-70.151014,Maine,23,2792,4938
2021,18409,"  TD Bank, National Association",38,  56 Portland Road,  Kennebunk Branch,11,Kennebunk,York,31,97153,0,,10/19/1987,43.39506,-70.532521,Maine,23,245321,4043
2021,18409,"  TD Bank, National Association",53,  23 Portland Road,  Gray Branch,11,Gray,Cumberland,5,74405,0,9/7/1990,1/1/1915,43.881667,-70.329537,Maine,23,267516,4039
2021,18409,"  TD Bank, National Association",59,  4 Hannaford Drive,  Scarborough Branch,11,Scarborough,Cumberland,5,221066,0,9/7/1990,1/1/1915,43.592354,-70.330565,Maine,23,267522,4074
2021,18409,"  TD Bank, National Association",61,  1586 Main St,  Oxford Branch,11,Oxford,Oxford,17,96251,0,3/31/1993,10/24/1972,44.19464,-70.525691,Maine,23,14396,4270
2021,18409,"  TD Bank, National Association",67,  127 Long Sands Road,  York Branch,11,York,York,31,120891,0,,6/13/1994,43.14767,-70.641851,Maine,23,245325,3909
2021,18409,"  TD Bank, National Association",68,  10 Great Falls Plaza,  Auburn-Great Falls Branch,11,Auburn,Androscoggin,1,214023,0,7/31/1994,3/14/1983,44.09812,-70.224261,Maine,23,44760,4210
2021,18409,"  TD Bank, National Association",78,  14 Sweden Street,  Caribou Branch,11,Caribou,Aroostook,3,37925,0,6/17/1995,1890-01-01,46.86031,-68.012471,Maine,23,7263,4736
2021,18409,"  TD Bank, National Association",81,  101 Western Avenue,  Augusta Branch,11,Augusta,Kennebec,11,586027,0,,1/2/1996,44.312444,-69.79089,Maine,23,245327,4330
2021,18409,"  TD Bank, National Association",88,"  4 Scammon Street, Suite 6",  Saco Branch,12,Saco,York,31,136966,0,,12/10/1996,43.500247,-70.447387,Maine,23,245334,4072
2021,18409,"  TD Bank, National Association",93,  9 Market Street,"  Market Street, Me Branch",11,South Portland,Cumberland,5,184865,0,10/1/1997,9/10/1984,43.63597,-70.25332,Maine,23,258129,4106
2021,18409,"  TD Bank, National Association",94,  200 Us Route One,  Falmouth Branch,11,Falmouth,Cumberland,5,223368,0,10/1/1997,3/28/1988,43.74842,-70.28465,Maine,23,258130,4105
2021,18409,"  TD Bank, National Association",95,  362 Allen Avenue,  Northgate Branch,11,Portland,Cumberland,5,161969,0,10/1/1997,10/2/1989,43.700465,-70.287488,Maine,23,258131,4103
2021,18409,"  TD Bank, National Association",96,  176 Main Street,  Bridgton Branch,11,Bridgton,Cumberland,5,74446,0,10/1/1997,12/6/1933,44.054446,-70.706769,Maine,23,224432,4009
2021,18409,"  TD Bank, National Association",98,  250 Maine Mall Road,  Maine Mall Branch,11,South Portland,Cumberland,5,132889,0,10/1/1997,12/22/1970,43.637666,-70.335041,Maine,23,224456,4106
2021,18409,"  TD Bank, National Association",100,  1237 Main Street,  Sanford 1237 Main St. Branch,11,Sanford,York,31,117820,0,10/1/1997,7/15/1971,43.41965,-70.756901,Maine,23,224458,4073
2021,18409,"  TD Bank, National Association",106,  10 Tibbetts Drive,  Brunswick-Tibbetts Drive Branch,11,Brunswick,Cumberland,5,112846,0,,10/24/1997,43.908462,-69.910726,Maine,23,245336,4011
2021,18409,"  TD Bank, National Association",719,  95 Main Street,  Gorham Branch,11,Gorham,Cumberland,5,82327,0,,11/14/2005,43.680755,-70.439488,Maine,23,449804,4038
2021,18409,"  TD Bank, National Association",1388,  1 Portland Square,  Portland-1 Portland Sq Branch,11,Portland,Cumberland,5,768395,0,,6/30/2010,43.658665,-70.261387,Maine,23,511412,4101
2021,19531,  Machias Savings Bank,0,  4 Center St,  Machias Savings Bank,11,Machias,Washington,29,231741,1,,1869-03-05,44.7153,-67.45774,Maine,23,13331,4654
2021,19531,  Machias Savings Bank,1,  210 North Street,  Calais Branch,11,Calais,Washington,29,84709,0,,3/20/1978,45.173733,-67.289337,Maine,23,248710,4619
2021,19531,  Machias Savings Bank,2,  357 Us Highway 1,  Columbia Branch,11,Columbia Falls,Washington,29,75098,0,,1/27/1986,44.682534,-67.711899,Maine,23,248711,4623
2021,19531,  Machias Savings Bank,4,  93 High Street,  Ellsworth Branch,11,Ellsworth,Hancock,9,157278,0,,3/28/1988,44.538661,-68.415278,Maine,23,248713,4605
2021,19531,  Machias Savings Bank,5,  127 Main Street,  Princeton Branch,11,Princeton,Washington,29,57813,0,,6/18/1990,45.222407,-67.570408,Maine,23,248714,4668
2021,19531,  Machias Savings Bank,7,  138 North Street,  Houlton Branch,11,Houlton,Aroostook,3,71453,0,,7/5/1992,46.135774,-67.839351,Maine,23,248715,4730
2021,19531,  Machias Savings Bank,8,  96 Cottage Street,  Bar Harbor Branch,11,Bar Harbor,Hancock,9,84610,0,12/4/1992,1/17/1977,44.389193,-68.209271,Maine,23,228842,4609
2021,19531,  Machias Savings Bank,9,  38 Depot Street,  Danforth Branch,11,Danforth,Washington,29,26478,0,,4/11/2000,45.655433,-67.867324,Maine,23,334434,4424
2021,19531,  Machias Savings Bank,11,  1126 Hammond Street,  Bangor Branch,11,Bangor,Penobscot,19,220475,0,,11/1/2004,44.795581,-68.827803,Maine,23,432906,4401
2021,19531,  Machias Savings Bank,13,  3 Glen Street,  Rockland Branch,11,Rockland,Knox,13,59047,0,3/7/2008,5/8/1995,44.123359,-69.099173,Maine,23,278299,4841
2021,19531,  Machias Savings Bank,14,  581 Wilson Street,  Brewer Branch,11,Brewer,Penobscot,19,115578,0,,4/2/2012,44.779002,-68.739597,Maine,23,530318,4412
2021,19531,  Machias Savings Bank,15,  9 Dyer Street,  Presque Isle Branch,11,Presque Isle,Aroostook,3,77327,0,12/14/2013,4/9/1990,46.68276,-68.01863,Maine,23,46116,4769
2021,19531,  Machias Savings Bank,16,  142 Bennett Drive,  Caribou Branch,11,Caribou,Aroostook,3,59131,0,12/14/2013,6/4/1990,46.870087,-68.003044,Maine,23,289089,4736
2021,19531,  Machias Savings Bank,17,  6 Penobscot Valley Avenue,  Lincoln Branch,11,Lincoln,Penobscot,19,94327,0,12/14/2013,9/14/1992,45.422018,-68.460661,Maine,23,289090,4457
2021,19531,  Machias Savings Bank,22,  193 Middle Street,  Middle Street Portland Branch,11,Portland,Cumberland,5,319627,0,,2/27/2017,43.657647,-70.25488,Maine,23,587296,4101
2021,19532,  Skowhegan Savings Bank,0,  13 Elm St,  Skowhegan Savings Bank,11,Skowhegan,Somerset,25,199280,1,,1869-10-02,44.76591,-69.72092,Maine,23,13332,4976
2021,19532,  Skowhegan Savings Bank,1,  284 Main Street,  Bingham Branch,11,Bingham,Somerset,25,22019,0,,10/28/1974,45.051381,-69.881168,Maine,23,248716,4920
2021,19532,  Skowhegan Savings Bank,2,  81-83 Church Street,  Dexter Branch,11,Dexter,Penobscot,19,50634,0,,10/15/1974,45.030447,-69.286273,Maine,23,248717,4930
2021,19532,  Skowhegan Savings Bank,3,  188 Main Street,  Madison Branch,11,Madison,Somerset,25,52440,0,,2/7/1977,44.797911,-69.878353,Maine,23,248718,4950
2021,19532,  Skowhegan Savings Bank,7,  92 Main Street,  Fairfield Branch,11,Fairfield,Somerset,25,40644,0,3/16/1998,10/9/1933,44.579812,-69.60684,Maine,23,226042,4937
2021,19532,  Skowhegan Savings Bank,8,  9 Main Street,  Norridgewock Branch,11,Norridgewock,Somerset,25,33576,0,3/16/1998,4/6/1964,44.713599,-69.796397,Maine,23,226051,4957
2021,19532,  Skowhegan Savings Bank,14,  613 Main Street,  Jackman Branch,11,Jackman,Somerset,25,38630,0,8/19/2010,7/22/1985,45.639385,-70.261704,Maine,23,250151,4945
2021,19532,  Skowhegan Savings Bank,17,  450 Civic Center Drive,  Augusta Branch,11,Augusta,Kennebec,11,50930,0,,6/17/2013,44.361308,-69.796417,Maine,23,542746,4330
2021,19532,  Skowhegan Savings Bank,19,  2484 Main Street,  Rangeley Branch,11,Rangeley,Franklin,7,30650,0,10/4/2013,3/31/1965,44.964666,-70.642353,Maine,23,202553,4970
2021,19532,  Skowhegan Savings Bank,21,  7 Depot Street,  Depot And Main Street Branch,11,Kingfield,Franklin,7,70474,0,10/4/2013,2/17/1998,44.958578,-70.156059,Maine,23,254257,4947
2021,19532,  Skowhegan Savings Bank,22,  134 Hannaford Drive,  Farmington Branch,11,Farmington,Franklin,7,49074,0,10/4/2013,6/14/1993,44.651799,-70.150861,Maine,23,254256,4938
2021,19532,  Skowhegan Savings Bank,24,  287 Marginal Way,  Portland Branch Office,11,Portland,Cumberland,5,118,0,,6/28/2021,43.666914,-70.258311,Maine,23,634894,4101
2021,19690,  Northeast Bank,0,  27 Pearl St,  Northeast Bank,11,Portland,Cumberland,5,0,1,,1872-02-05,43.657638,-70.251947,Maine,23,13489,4101
2021,19690,  Northeast Bank,1,  46 Main Street,  Harrison Branch,11,Harrison,Cumberland,5,32388,0,,5/12/1975,44.110515,-70.680256,Maine,23,249240,4040
2021,19690,  Northeast Bank,2,  235 Main Street,  Oxford Hill Branch,11,South Paris,Oxford,17,52991,0,,3/27/1978,44.213924,-70.523427,Maine,23,249241,4281
2021,19690,  Northeast Bank,5,  2 Depot Street,  Buckfield Branch,11,Buckfield,Oxford,17,27767,0,,10/31/1994,44.280157,-70.380061,Maine,23,249244,4220
2021,19690,  Northeast Bank,6,  186 Maine Street,  186 Main Street Branch,11,Brunswick,Cumberland,5,89054,0,7/1/1996,1888-01-01,43.90651,-69.965535,Maine,23,42675,4011
2021,19690,  Northeast Bank,9,  232 Center Street,  Auburn Branch,11,Auburn,Androscoggin,1,1288130,0,,2/10/1997,44.109016,-70.225723,Maine,23,249245,4210
2021,19690,  Northeast Bank,11,  235 Western Avenue,  Augusta Branch,11,Augusta,Kennebec,11,43558,0,10/24/1997,3/29/1993,44.314556,-69.801363,Maine,23,262213,4330
2021,19690,  Northeast Bank,13,  27 Pearl Street,  Portland Branch,11,Portland,Cumberland,5,40413,0,,11/4/2002,43.657536,-70.25201,Maine,23,442637,4101
2021,19690,  Northeast Bank,14,  11 Main Street,  Bethel Branch,11,Bethel,Oxford,17,70142,0,,7/1/1997,44.404697,-70.790708,Maine,23,442942,4217
2021,19690,  Northeast Bank,16,  1399 Maine Street,  Poland Branch,11,Poland,Androscoggin,1,43288,0,,2/12/2010,44.069579,-70.407142,Maine,23,510427,4274
2021,19690,  Northeast Bank,17,  27 Pearl Street,  Ablebank.Com Branch,13,Portland,Cumberland,5,191810,0,,1/26/2012,43.657744,-70.251686,Maine,23,532133,4101
2021,19836,  Franklin Savings Bank,0,  197 Main St,  Franklin Savings Bank,11,Farmington,Franklin,7,166894,1,,1868-11-16,44.66963,-70.15061,Maine,23,13629,4938
2021,19836,  Franklin Savings Bank,1,  155-157 Congress Street,  Rumford Branch,11,Rumford,Oxford,17,84381,0,,4/1/1968,44.549477,-70.544065,Maine,23,249649,4276
2021,19836,  Franklin Savings Bank,2,  9 Main Street,  Jay Branch,11,Jay,Franklin,7,29061,0,,3/30/1970,44.479069,-70.196414,Maine,23,249650,4239
2021,19836,  Franklin Savings Bank,3,  2573 Main Street,  Rangeley Branch,11,Rangeley,Franklin,7,66474,0,,2/3/1975,44.966594,-70.6456,Maine,23,249651,4970
2021,19836,  Franklin Savings Bank,5,  194 Madison Street,  Somerset Branch,11,Skowhegan,Somerset,25,37306,0,,11/8/1976,44.770878,-69.721946,Maine,23,249653,4976
2021,19836,  Franklin Savings Bank,6,  603 Main Street,  Wilton Branch,23,Wilton,Franklin,7,21682,0,,1/31/1977,44.592152,-70.228762,Maine,23,249654,4294
2021,19836,  Franklin Savings Bank,7,  129 Seamon Road,  Mt. Blue High School Branch,29,Farmington,Franklin,7,2054,0,,9/7/1993,44.639715,-70.12983,Maine,23,249655,4938
2021,19836,  Franklin Savings Bank,9,  130 Oak St,  Ellsworth Branch,11,Ellsworth,Hancock,9,1950,0,,4/3/2017,44.5494,-68.425821,Maine,23,590321,4605
2021,27334,"  People's United Bank, National Association",213,  467 Congress Street,  Downtown Portland,11,Portland,Cumberland,5,393135,0,1/1/2009,11/20/1991,43.657314,-70.25935,Maine,23,47364,4101
2021,27334,"  People's United Bank, National Association",214,  188 U.S. Route 1,  Falmouth,11,Falmouth,Cumberland,5,43244,0,1/1/2009,3/18/1992,43.74977,-70.285611,Maine,23,289702,4105
2021,27334,"  People's United Bank, National Association",215,  15 Hinckley Drive,  Mill Creek Branch,11,South Portland,Cumberland,5,65714,0,1/1/2009,6/5/1992,43.636856,-70.250846,Maine,23,289703,4106
2021,27334,"  People's United Bank, National Association",216,  112 Maine Street,  Brunswick Branch,11,Brunswick,Cumberland,5,70560,0,1/1/2009,9/4/1992,43.911674,-69.963414,Maine,23,289704,4011
2021,27334,"  People's United Bank, National Association",217,  439 Us Route 1,  Scarborough Branch,11,Scarborough,Cumberland,5,49231,0,1/1/2009,8/4/1994,43.582008,-70.365751,Maine,23,289705,4074
2021,27334,"  People's United Bank, National Association",218,  780 Roosevelt Trail,  North Windham Branch,11,Windham,Cumberland,5,30120,0,1/1/2009,11/22/1995,43.837532,-70.441233,Maine,23,289710,4062
2021,27334,"  People's United Bank, National Association",219,  233 Main Street,  Yarmouth Branch,11,Yarmouth,Cumberland,5,35265,0,1/1/2009,12/18/1995,43.801212,-70.188188,Maine,23,289711,4096
2021,27334,"  People's United Bank, National Association",220,  790 Main Street,  Westbrook Branch,11,Westbrook,Cumberland,5,32003,0,1/1/2009,2/22/1996,43.676362,-70.36336,Maine,23,289712,4092
2021,27334,"  People's United Bank, National Association",221,  129 Federal Road,  Kezar Falls Branch,11,Parsonsfield,York,31,44206,0,1/1/2009,5/26/1976,43.806184,-70.876176,Maine,23,242660,4047
2021,27334,"  People's United Bank, National Association",223,  28 Adams Street,  Biddeford Branch,11,Biddeford,York,31,135214,0,1/1/2009,11/14/1996,43.492847,-70.456565,Maine,23,289714,4005
2021,27334,"  People's United Bank, National Association",238,  3 Elm Street,  Kennebunkport,11,Kennebunkport,York,31,46174,0,1/1/2009,4/15/1957,43.360006,-70.475676,Maine,23,202471,4046
2021,27334,"  People's United Bank, National Association",239,  1597 Post Road,  Wells,11,Wells,York,31,92568,0,1/1/2009,7/17/1962,43.323422,-70.580104,Maine,23,202472,4090
2021,27334,"  People's United Bank, National Association",240,  11 Woodbridge Road,  York Branch,11,York,York,31,47487,0,1/1/2009,4/2/1973,43.14408,-70.647033,Maine,23,202473,3909
2021,27334,"  People's United Bank, National Association",241,  17 Walker Street,  Kittery Branch,11,Kittery,York,31,60830,0,1/1/2009,5/1/1980,43.08607,-70.745063,Maine,23,202475,3904
2021,27334,"  People's United Bank, National Association",243,  8 Norton Street,  South Berwick Branch,11,South Berwick,York,31,33964,0,1/1/2009,11/4/1996,43.235792,-70.809684,Maine,23,202478,3908
